project_id,spp_number,spp_title,title,full_title,principal_investigator,institution,funding_period,abstract,keywords,dfg_classification,url,wearables_score,ai_score,combined_score,matched_wearables_keywords,matched_ai_keywords
498225961,SPP 2127,Gen- und Zellbasierte Therapien für die Behandlung neuroretinaler Degeneration,Korrektur einer häufigen CRB1 Mutation mittels RNA-Baseneditierung - Entwicklung einer neuartigen Therapie der retinalen Degeneration,,,,Förderung seit 2022,,,,https://gepris.dfg.de/gepris/projekt/498225961,2.5,0.0,2.5,therapie,
562815311,SPP 2388,Hundert plus - Verlängerung der Lebensdauer komplexer Baustrukturen durch intelligente Digitalisierung,Schadenserkennung und -bewertung basierend auf Multi-Eigenschaft-Sensor-Netzwerken und hochparametrischer numerischer Systemidentifikation,,,,Förderung seit 2025,,,,https://gepris.dfg.de/gepris/projekt/562815311,2.5,0.0,2.5,sensor,
399422891,SPP 2127,Gen- und Zellbasierte Therapien für die Behandlung neuroretinaler Degeneration,Charakterisierung von Spender-Empfänger Interaktionen zur Verbesserung einer Photorezeptorersatz-Therapie,,,,Förderung seit 2018,,,,https://gepris.dfg.de/gepris/projekt/399422891,2.5,0.0,2.5,therapie,
405032969,SPP 2100,Soft Material Robotic Systems,Kohärente Methodologie zur Modellierung und zum Entwurf weicher Roboter – Die Soft Material Robotics Toolbox (SMaRT),,,,Förderung seit 2019,,,,https://gepris.dfg.de/gepris/projekt/405032969,2.5,0.0,2.5,soft material,
501829185,SPP 2388,Hundert plus - Verlängerung der Lebensdauer komplexer Baustrukturen durch intelligente Digitalisierung,Methodenentwicklung und Bewertungssystematik für die lebensdauerübergreifende Verknüpfung von Structural Health Monitoring Daten und Bestandwissen über Deep Transfer Learning,,,,Förderung seit 2022,,,,https://gepris.dfg.de/gepris/projekt/501829185,2.5,3.0,5.5,health monitoring,learning
346973506,SPP 2014,Auf dem Weg zur implantierbaren Lunge,Mikrofluidische Zellsortierung - Ein neuer Ansatz auf dem Weg zur implantierbaren künstlichen Lunge,,,,Förderung von 2017 bis 2021,,,,https://gepris.dfg.de/gepris/projekt/346973506,2.5,0.0,2.5,lunge,
347325614,SPP 2014,Auf dem Weg zur implantierbaren Lunge,Evaluation und Entwicklung minimal invasiver herz- und herznaher Anschlussmöglichkeiten für eine künstliche Lunge (Connex AL),,,,Förderung von 2017 bis 2021,,,,https://gepris.dfg.de/gepris/projekt/347325614,2.5,0.0,2.5,lunge,
447717028,SPP 2014,Auf dem Weg zur implantierbaren Lunge,EndOxy in Flame – Einfluss einer Biohybriden Lunge auf entzündliche Signalwege und Wechselwirkungen zwischen Immunsystem und Endothelzellen,,,,Förderung von 2021 bis 2026,,,,https://gepris.dfg.de/gepris/projekt/447717028,2.5,0.0,2.5,lunge,
347368182,SPP 2014,Auf dem Weg zur implantierbaren Lunge,3DLung - Implantierbare künstliche Lunge auf Basis von dreidimensionalen Membranen,,,,Förderung von 2017 bis 2026,,,,https://gepris.dfg.de/gepris/projekt/347368182,2.5,0.0,2.5,lunge,
548864771,SPP 2311,"Robuste Kopplung kontinuumsbiomechanischer in silico Modelle für aktive biologische Systeme als Vorstufe klinischer Applikationen - Co-Design von Modellierung, Numerik und Nutzbarkeit",Ein mehrskaliges Modell für die Therapie des akuten ischämischen Schlaganfalls auf der Grundlage von Zwei-Phasen-Fluid-Struktur Interaktionsmodellen in vaskulären Netzwerken,,,,Förderung seit 2024,,,,https://gepris.dfg.de/gepris/projekt/548864771,2.5,0.0,2.5,therapie,
541018302,SPP 2433,Messtechnik auf fliegenden Plattformen,CoPyro - Quantitative Temperaturmessung auf fliegender Plattform mittels linsenloser Ein-Sensor-Quotientenpyrometrie,,,,Förderung seit 2024,,,,https://gepris.dfg.de/gepris/projekt/541018302,2.5,0.0,2.5,sensor,
521601028,SPP 2199,Skalierbare Interaktionsparadigmen für allgegenwärtige Rechnerumgebungen.,Privatsphäre-wahrende Interaktion mit am Körper getragenen Computergeräten,,,,Förderung seit 2023,,,,https://gepris.dfg.de/gepris/projekt/521601028,2.5,0.0,2.5,am körper,
500215606,SPP 2395,Lokale und periphere Faktoren der mikroglialen Vielfalt und Funktion,Multidimensionale Analyse und zielgerichtete Therapie mikroglialer Zellen zur Unterdrückung des Gehirntumorrezidivs.,,,,Förderung seit 2022,,,,https://gepris.dfg.de/gepris/projekt/500215606,2.5,0.0,2.5,therapie,
179877336,SPP 1294,"Bereich Infrastruktur - Atmospheric and Earth system research with the ""High Altitude and Long Range Research Aircraft"" (HALO)",Research application of the novel multi sensor dropsonde for HALO for investigation of cyclones and embedded convection causing high impact weather in the Mediterranean,,,,Förderung von 2010 bis 2016,,,,https://gepris.dfg.de/gepris/projekt/179877336,2.5,0.0,2.5,sensor,
